instname,state,tuition,revenue,control,total_enrollment,all_employees,LONGITUD,LATITUDE
Willoughby-Eastlake School of Practical Nursing,Ohio,,193970,1,24,,-81.407106,41.63908
Auburn Career Center,Ohio,,1359744,1,945,,-81.243154,41.650086
Oregon Career Center,Ohio,,398887,1,128,0,-83.491805,41.651055
Toledo Restaurant Training Center,Ohio,,333401,2,,,-83.554359,41.657823
Mercy College of Northwest Ohio,Ohio,4944,4041707,2,209,58,-83.551591,41.659266
Toledo School of Practical Nursing,Ohio,,640000,1,94,,-83.519558,41.661314
University of Toledo,Ohio,9289,256520056,1,20037,3698,-83.612008,41.663027
Brown Aveda Institute,Ohio,,993574,3,79,,-81.325148,41.673424
Northeast Ohio Dental Assistant Academy,Ohio,2950,,3,17,,-81.295793,41.682707
Toledo Dental Academy,Ohio,5250,,3,40,3,-83.646496,41.691398
Clip N Dales,Ohio,,8400,3,1,,-83.610295,41.692039
Davis College,Ohio,5940,2225281,3,459,47,-83.630095,41.692988
Lourdes College,Ohio,8768,10172462,2,1258,215,-83.708183,41.708217
Ross Medical Education Center-Sylvania,Ohio,,2709370,3,60,16,-83.67985,41.71097
Lake Erie College,Ohio,14280,10844518,2,725,151,-81.252473,41.718866
Ashtabula County Joint Vocational School,Ohio,,1203128,1,100,,-80.730577,41.749018
Southern School of Beauty Inc,Oklahoma,,75886,3,21,,-96.376249,33.990757
Southeastern Oklahoma State University,Oklahoma,3968,30067869,1,3685,469,-96.37758,34.005
Southern Oklahoma Technology Center,Oklahoma,2100,4900006,1,189,,-97.027106,34.187186
Murray State College,Oklahoma,3434,9261672,1,1636,188,-96.67855,34.22329
Kiamichi Technology Center-Atoka,Oklahoma,2625,19446644,1,1964,,-96.145403,34.394119
Red River Technology Center,Oklahoma,,5004158,1,154,,-97.990155,34.491764
Great Plains Technology Center,Oklahoma,,13276538,1,252,,-98.449137,34.594311
Eves College of Hairstyling,Oklahoma,,389185,3,51,,-98.401832,34.605174
Platt College,Oklahoma,,455525,3,70,,-98.404732,34.607374
Cameron University,Oklahoma,1470,30683339,1,5270,540,-98.432172,34.608807
Western Oklahoma State College,Oklahoma,3291,7599917,1,2252,181,-99.334144,34.666841
Southwest Technology Center,Oklahoma,,2562077,1,52,,-99.341705,34.66687
Pontotoc Technology Center,Oklahoma,,3408997,1,303,,-96.67007,34.75137
East Central University,Oklahoma,3990,32715430,1,3996,500,-96.664213,34.771409
Eastern Oklahoma State College,Oklahoma,2970,13127759,1,1944,182,-95.327414,34.913039
Mid-America Technology Center,Oklahoma,,5474809,1,111,,-97.364873,34.913335
American Beauty Institute,Oklahoma,,86058,3,10,,-95.764263,34.947642
University of Science and Arts of Oklahoma,Oklahoma,3990,12201811,1,1401,142,-97.954787,35.029563
Carl Albert State College,Oklahoma,2970,11005210,1,1793,255,-94.636797,35.039849
Caddo Kiowa Technology Center,Oklahoma,,7125489,1,847,,-98.443947,35.108597
Hollywood Cosmetology Center,Oklahoma,,135639,3,44,,-97.467897,35.20387
University of Oklahoma Norman Campus,Oklahoma,6225,390550000,1,23694,5430,-97.445427,35.210275
Wes Watkins Technology Center,Oklahoma,1733,2142812,1,82,,-96.265815,35.231945
Seminole State College,Oklahoma,3441,8343213,1,2029,197,-96.703852,35.250059
Moore Norman Technology Center,Oklahoma,1332,14646290,1,407,,-97.459059,35.272767
Hillsdale Free Will Baptist College,Oklahoma,5250,3629886,2,254,60,-97.491107,35.300757
Shawnee Beauty College,Oklahoma,,372902,3,73,,-96.918235,35.327501
Mid-America Christian University,Oklahoma,5434,4286524,2,508,83,-97.5783,35.34848
Institute of Hair Design,Oklahoma,,144621,3,26,,-96.91202,35.349222
Western Technology Center,Oklahoma,,5515015,1,198,,-99.18176,35.35366
Oklahoma Health Academy,Oklahoma,5795,995780,3,30,,-97.496248,35.355636
Oklahoma Baptist University,Oklahoma,8300,28938696,2,2021,355,-96.929841,35.359152
Oklahoma School of Photography,Oklahoma,,253200,3,19,,-97.498401,35.360361
Saint Gregorys University,Oklahoma,7126,9171028,2,742,185,-96.951844,35.361828
Gordon Cooper Technology Center,Oklahoma,,9294332,1,236,,-96.911983,35.381487
Oklahoma City Community College,Oklahoma,2775,33737466,1,8909,732,-97.565567,35.387999
Heritage College,Oklahoma,,250131,3,16,,-97.494689,35.39456
ATI Career Training Center,Oklahoma,,1131512,3,120,52,-97.4942,35.39578
American Broadcasting School,Oklahoma,,994798,3,73,,-97.436203,35.435314
State Barber and Hair Design College,Oklahoma,,161118,3,23,,-97.554625,35.439692
Indian Capital Technology Center-Sallisaw,Oklahoma,,10476285,1,418,,-94.79392,35.44508
Rose State College,Oklahoma,2376,30381723,1,7479,911,-97.41324,35.44965
Mid-Del Technology Center,Oklahoma,,5663384,1,73,,-97.401013,35.453833
Family of Faith College,Oklahoma,1760,172694,2,42,,-96.90224,35.46199
Platt College,Oklahoma,,2113366,3,254,,-97.610056,35.462983
Oklahoma State University-Oklahoma City,Oklahoma,119,14874929,1,4011,,-97.583241,35.475216
University of Oklahoma Health Sciences Center,Oklahoma,7848,433828994,1,2936,3250,-97.500757,35.475657
Connors State College,Oklahoma,,10578279.06,1,1865,196,-95.320566,35.493226
ATI Career Training Center,Oklahoma,,5721829,3,423,41,-97.55496,35.49335
Oklahoma City University,Oklahoma,9320,42025216,2,4143,623,-97.538823,35.494343
Canadian Valley Technology Center,Oklahoma,,12768460,1,219,,-97.881741,35.507985
Yukon Beauty College Inc,Oklahoma,,167795,3,25,,-97.745973,35.508005
Southern Nazarene University,Oklahoma,8850,25184050,2,1970,275,-97.630095,35.511898
Southwestern Christian University,Oklahoma,4200,2801853,2,193,31,-97.639401,35.513558
Metro Technology Centers,Oklahoma,,18252762,1,465,,-97.478187,35.513994
Eastern Oklahoma County Technology Center,Oklahoma,,4381521,1,93,,-97.265118,35.51777
Redlands Community College,Oklahoma,3704,10333371,1,2114,209,-97.97266,35.518771
ITT Technical Institute-Oklahoma City,Oklahoma,14580,893635,3,112,25,-97.544948,35.522097
Southwestern Oklahoma State University,Oklahoma,4140,36735540,1,4828,586,-98.707724,35.534747
DeVry University-Oklahoma,Oklahoma,11790,204959,3,13,0,-97.590948,35.537391
University of Phoenix-Oklahoma City Campus,Oklahoma,5760,7884409.6,3,758,113,-97.514507,35.538035
Central State Beauty Academy,Oklahoma,,362864,3,133,,-97.664708,35.569345
Central State Massage Academy,Oklahoma,4445,560781,3,50,0,-97.664708,35.569345
Oklahoma Technology Institute,Oklahoma,,322909,3,15,,-97.514318,35.569811
Academy of Hair Design,Oklahoma,,364559,3,37,14,-97.56709,35.591233
Francis Tuttle Technology Center,Oklahoma,1150,20965501,1,736,,-97.638587,35.603131
Oklahoma Christian University,Oklahoma,8110,49383793,2,1966,374,-97.468403,35.609086
Platt College,Oklahoma,,8340001,3,122,,-97.564581,35.609825
OKMULGEE SCHOOL OF COSMETOLOGY,Oklahoma,,,3,18,,-95.96912,35.623145
Oklahoma State University-Okmulgee,Oklahoma,,24268090,1,2310,352,-95.944013,35.624452
Green Country Technology Center,Oklahoma,4500,2161523,1,247,,-95.9365,35.63293
University of Central Oklahoma,Oklahoma,3990,80653940.97,1,14173,1974,-97.474961,35.655897
Virgils Beauty College,Oklahoma,,177287,3,23,,-95.379609,35.751412
Bacone College,Oklahoma,4050,5002701,2,428,66,-95.333776,35.775621
Indian Capital Technology Center-Muskogee,Oklahoma,,2433482,1,783,,-95.310111,35.777968
Indian Capital Technology Center-Stilwell,Oklahoma,,627879,1,38,,-94.632556,35.841131
Chisholm Trail Technology Center,Oklahoma,1550,2126842,1,37,,-98.20184,35.84221
Beauty Technical College Inc,Oklahoma,,234430,3,44,,-94.962264,35.915424
Northeastern State University,Oklahoma,4530,62309623,1,7985,966,-94.966736,35.91957
Langston University,Oklahoma,4020,28745271.81,1,3501,345,-97.25719,35.94883
Cutter's Edge School of Cosmetology,Oklahoma,,91572,3,21,4,-96.724155,35.985684
Central Technology Center,Oklahoma,,11458942,1,174,,-96.585155,35.993899
Broken Arrow Beauty College Inc,Oklahoma,,476526,3,52,,-95.797456,36.049266
Oral Roberts University,Oklahoma,10668,60069441,2,3552,893,-95.957665,36.050927
ITT Technical Institute-Tulsa,Oklahoma,14580,2310663,3,193,32,-95.882564,36.075533
Oklahoma Health Academy,Oklahoma,,32490,3,,,-95.946262,36.090945
Brown Mackie College-Tulsa,Oklahoma,,3767625,3,206,39,-95.851131,36.09694
American Institute of Medical Technology,Oklahoma,,608777,3,55,,-95.851142,36.097919
Community Care College,Oklahoma,,1368756,3,169,,-95.904481,36.101536
Tulsa Community College,Oklahoma,1928,74264647,1,15971,2299,-95.907453,36.106357
Meridian Technology Center,Oklahoma,,7709407,1,722,,-97.10509,36.107963
Platt College,Oklahoma,,3140293,3,346,,-95.904525,36.109249
Tulsa Technology Center-Lemley Campus,Oklahoma,,59669330,1,749,,-95.886657,36.112573
Oklahoma State University-Main Campus,Oklahoma,6210,397351714,1,21014,6226,-97.07056,36.12204
CC's Cosmetology College,Oklahoma,,518437,3,135,,-95.846557,36.13336
Oklahoma State University Center for Health Sciences,Oklahoma,,26538748,1,352,288,-96.004673,36.137606
Standard Beauty College of Oklahoma LLC,Oklahoma,,396438,3,130,,-96.108992,36.138456
Stillwater Beauty Academy,Oklahoma,,216681,3,12,,-97.066,36.140299
Tulsa Welding School,Oklahoma,,4562931,3,324,61,-95.95421,36.147824
University of Tulsa,Oklahoma,13400,138639205,2,4192,1124,-95.947482,36.149762
Technical Institute of Cosmetology Arts and Sciences,Oklahoma,,194220,3,34,,-95.981241,36.152765
Phillips Theological Seminary,Oklahoma,,5362143,2,150,31,-95.868741,36.167924
Spartan College of Aeronautics and Technology,Oklahoma,8000,18918084,3,1712,319,-95.881015,36.177054
Northeast Technology Center-Pryor,Oklahoma,1600,11462337,1,285,,-95.426349,36.307482
Pryor Beauty College,Oklahoma,,210567,3,,,-95.322894,36.30925
Claremore Beauty College,Oklahoma,,112931,3,20,,-95.613142,36.312557
Rogers State University,Oklahoma,3414,18259667,1,2690,179,-95.630652,36.31853
Enid Beauty College,Oklahoma,,228252,3,30,,-97.92601,36.393587
High Plains Technology Center,Oklahoma,,3268540,1,122,,-99.425512,36.401577
Autry Technology Center,Oklahoma,3600,8073227,1,226,,-97.893666,36.419797
Woodward Beauty College,Oklahoma,,177287,3,8,,-99.386144,36.434682
Oklahoma Panhandle State University,Oklahoma,2700,10159975.06,1,1144,164,-101.630261,36.595352
Northern Oklahoma College,Oklahoma,1890,11397458,1,2507,216,-97.298431,36.678486
Ponca City Beauty College,Oklahoma,,87112,3,12,,-97.083849,36.703972
Oklahoma Wesleyan University,Oklahoma,8700,8007236,2,777,129,-95.953337,36.717485
Pioneer Technology Center,Oklahoma,,6352699,1,171,,-97.094915,36.724308
Tri County Technology Center,Oklahoma,,8118895,1,172,,-95.906897,36.72793
Northwest Technology Center,Oklahoma,2400,1674797,1,48,,-98.675079,36.790138
Northwestern Oklahoma State University,Oklahoma,2832,14426585,1,1888,276,-98.668671,36.797645
4-States Academy of Cosmetology,Oklahoma,,214429,3,26,,-94.87333,36.875115
Northeastern Oklahoma A&M College,Oklahoma,2835,15356967,1,1984,306,-94.867709,36.877761
Southern Oregon University,Oregon,9183,57304569,1,5742,773,-122.693978,42.186395
Klamath Community College,Oregon,4485,3913458.68,1,380,86,-121.700884,42.197814
College of Cosmetology,Oregon,,517230,3,56,,-121.766598,42.225187
Oregon Institute of Technology,Oregon,10650,29748946,1,2795,439,-121.783653,42.254164
Abdill Career College Inc,Oregon,,,3,,,-122.863005,42.327864
Rogue Community College,Oregon,2475,28453047,1,4024,706,-123.392516,42.414841
Roseburg Beauty College,Oregon,,199377,3,29,,-123.346576,43.208886
Umpqua Community College,Oregon,4452,18680732,1,2015,841,-123.35395,43.22286
Southwestern Oregon Community College,Oregon,1755,23636372,1,3057,388,-124.25281,43.391499
Lane Community College,Oregon,4428,84360189,1,9489,1101,-123.032677,44.014004
Treasure Valley Community College,Oregon,2430,14640675,1,1328,358,-116.973103,44.023148
Eugene Bible College,Oregon,5325,2023024,2,213,45,-123.154593,44.034759
Oregon University System,Oregon,,37178966,1,,,-123.075178,44.044691
University of Oregon,Oregon,12081,312823967,1,17236,4635,-123.07575,44.04514
Northwest Christian College,Oregon,12870,6781374,2,431,92,-123.080198,44.047707
Springfield College of Beauty,Oregon,,372481,3,45,,-123.022112,44.062043
Phagans Central Oregon Beauty College,Oregon,,13989265,3,261,,-121.264743,44.063396
Central Oregon Community College,Oregon,2616,27643329,1,3881,426,-121.348869,44.074876
Oregon State University,Oregon,12405,407682238,1,16041,4357,-123.281158,44.56537
Linn-Benton Community College,Oregon,5458,40016610.13,1,4272,1106,-123.110013,44.586296
Oregon Coast Community College,Oregon,4140,2832829,1,,95,-124.042346,44.602882
Western Oregon University,Oregon,9537,50509491,1,4513,678,-123.237336,44.845888
Corban College,Oregon,12900,15416856,2,683,121,-122.962574,44.882808
Willamette University,Oregon,21700,69620686,2,2365,641,-123.031197,44.937977
Academy of Hair Design Inc,Oregon,,3431758,3,43,,-123.039766,44.941568
College of Hair Design Careers,Oregon,,304744,3,34,,-122.981953,44.949983
Valley Medical College,Oregon,,716034,3,18,,-122.966734,44.969765
Chemeketa Community College,Oregon,5625,73529924,1,9215,1160,-122.983304,44.977144
Mount Angel Seminary,Oregon,7150,11154477,2,224,63,-122.77662,45.05872
Linfield College,Oregon,17590,46158187,2,2561,368,-123.198998,45.204085
George Fox University,Oregon,16600,37363600,2,2414,440,-122.970545,45.303815
Pioneer Pacific College,Oregon,6976,2563327,3,237,42,-122.7675,45.320926
Eastern Oregon University,Oregon,2316,27769048,1,2606,334,-118.09424,45.32106
Clackamas Community College,Oregon,5715,38038566,1,6200,1000,-122.579593,45.32377
Marylhurst University,Oregon,10575,11080473,2,1071,311,-122.6512,45.40123
Phagans School of Hair Design,Oregon,,635704,3,58,,-122.62161,45.40412
University of Phoenix-Oregon Campus,Oregon,6480,8463674,3,983,167,-122.745706,45.424673
Northwest Nannies Institute,Oregon,,403235,3,32,,-122.707079,45.426868
Phagans Tigard Beauty School,Oregon,,791907,3,53,,-122.766515,45.43406
Northwest College of Hair Design,Oregon,,982008,3,157,,-122.577744,45.438364
Portland Community College,Oregon,5040,129880651,1,22401,2975,-122.726986,45.439558
Lewis & Clark College,Oregon,20136,95810880,2,3203,569,-122.67416,45.45244
Tillamook Bay Community College,Oregon,3375,2530843,1,257,74,-123.816212,45.456826
College of Legal Arts,Oregon,7395,1471389,3,107,,-122.705609,45.461126
Birthingway College of Midwifery,Oregon,8142,336220,2,47,,-122.538434,45.476521
Reed College,Oregon,23880,138467136,2,1373,385,-122.630257,45.479211
Cambridge College-Portland,Oregon,,4615886,3,447,0,-122.806135,45.489752
Oregon Health & Science University,Oregon,11873,905819617,1,2443,9869,-122.688944,45.49915
National College of Naturopathic Medicine,Oregon,,9130098,2,474,162,-122.678378,45.501604
Warner Pacific College,Oregon,12840,9380513,2,652,105,-122.593709,45.506759
Oregon College of Art and Craft,Oregon,11040,2376681,2,95,58,-122.760882,45.510605
Portland State University,Oregon,10887,178441275,1,18184,2599,-122.684209,45.511319
DeVry University-Oregon,Oregon,9990,148740,3,4,,-122.778268,45.51146
Western Seminary,Oregon,,5659190,2,758,115,-122.605676,45.511755
Oregon College of Oriental Medicine,Oregon,,2620441,2,201,73,-122.555149,45.515382
Beau Monde College of Hair Design,Oregon,,905097,3,100,,-122.686127,45.516896
Mt Hood Community College,Oregon,5625,65634348.75,1,8456,401,-122.396163,45.51894
Everest College,Oregon,7920,6550594,3,671,44,-122.67608,45.519989
Western Culinary Institute,Oregon,,11370983,3,607,,-122.681664,45.520636
Pacific University,Oregon,16800,40818465,2,2064,464,-123.111022,45.521368
The Art Institute of Portland,Oregon,11655,5244003,3,443,89,-122.682676,45.524381
Multnomah Bible College and Biblical Seminary,Oregon,8600,11714906,2,775,174,-122.575456,45.526396
Concorde Career Institute,Oregon,,2374000,3,478,,-122.649012,45.52792
East West College of the Healing Arts,Oregon,,,3,,,-122.659988,45.528625
Pacific Northwest College of Art,Oregon,11500,6213961,2,317,166,-122.683856,45.528633
Apollo College-Portland Inc,Oregon,,2816257,3,271,,-122.652779,45.531845
Phagans School of Hair Design,Oregon,,535110,3,27,,-122.649956,45.534095
Western States Chiropractic College,Oregon,,9223260.68,2,436,142,-122.527007,45.543924
Concordia University,Oregon,14900,13407287,2,1028,212,-122.637684,45.568227
University of Portland,Oregon,16930,59704000,2,2847,634,-122.726314,45.575048
ITT Technical Institute,Oregon,8073,6010783,3,556,58,-122.565647,45.57536
Columbia Gorge Community College,Oregon,1440,4731854,1,728,147,-121.19023,45.591875
Blue Mountain Community College,Oregon,4995,17409536,1,1816,344,-118.8119,45.673876
Clatsop Community College,Oregon,4500,10207837,1,1300,291,-123.823561,46.184242
Lincoln University of Pennsylvania,Pennsylvania,6256,37233831,1,2008,428,-75.925674,39.811404
Empire Beauty School-Hanover,Pennsylvania,,11678693,3,70,,-76.994318,39.817668
Hanover Public School District Practical Nursing Program,Pennsylvania,8150,309833,1,34,,-76.971463,39.819337
Lutheran Theological Seminary at Gettysburg,Pennsylvania,,1036021,2,171,69,-77.244552,39.831739
Gettysburg College,Pennsylvania,23922,92238865,2,2182,756,-77.233352,39.836425
Fayette County Area Vocational Technical School of Practical Nursing,Pennsylvania,,300925,1,49,,-79.743295,39.863862
All-State Career School,Pennsylvania,,2484851,3,156,,-75.280292,39.868508
Neumann College,Pennsylvania,13350,19968103,2,1625,167,-75.43962,39.87329
Pennsylvania Myotherapy Institute,Pennsylvania,10350,213291,3,24,,-76.984374,39.886795
Widener University-Main Campus,Pennsylvania,16750,94386705,2,6999,1366,-75.35251,39.89319
Greene County Career and Technology Center,Pennsylvania,8000,213673,1,19,,-80.150047,39.893641
Waynesburg College,Pennsylvania,11160,25224760,2,1498,228,-80.187717,39.899037
Laurel Business Institute,Pennsylvania,6825,1618612,3,222,31,-79.725285,39.902286
Swarthmore College,Pennsylvania,23964,154485000,2,1467,746,-75.351928,39.906493
Venus Beauty Academy,Pennsylvania,,389185,3,3,,-75.273386,39.908848
Pennsylvania Institute of Technology,Pennsylvania,7452,2194525,2,343,70,-75.387325,39.909252
York County School of Technology Practical Nursing,Pennsylvania,7872,5906803,1,52,,-76.687217,39.93005
Cheyney University of Pennsylvania,Pennsylvania,9046,31044865,1,1821,292,-75.52881,39.93297
Jna Institute of Culinary Arts,Pennsylvania,,475058,3,82,14,-75.167342,39.935169
The Chubb Institute-Springfield,Pennsylvania,,3663716,3,735,,-75.354043,39.937402
Jean Madeline Aveda Institute,Pennsylvania,,1615884,3,124,,-75.148332,39.940651
York College Pennsylvania,Pennsylvania,6280,48626440,2,5214,609,-76.72997,39.94526
Peirce College,Pennsylvania,6384,14120058,2,2334,534,-75.166117,39.945626
The University of the Arts,Pennsylvania,16200,41376037,2,1943,688,-75.164911,39.946399
Wilson College,Pennsylvania,13238,24627422,2,819,250,-77.652797,39.94785
Franklin County Career and Technology Center,Pennsylvania,,348472,1,60,,-77.652797,39.94785
Academy of Vocal Arts,Pennsylvania,,5486600,2,,,-75.173106,39.947961
University of the Sciences in Philadelphia,Pennsylvania,14180,48556066,2,2257,593,-75.209115,39.948376
Thomas Jefferson University,Pennsylvania,16785,445718151,2,2270,3119,-75.157751,39.948479
Hussian School of Art,Pennsylvania,7800,815346,3,114,34,-75.149163,39.948865
Curtis Institute of Music,Pennsylvania,795,10980674,2,167,132,-75.170338,39.948868
University of Pennsylvania,Pennsylvania,21746,3023749952,2,21855,17327,-75.19259,39.95045
Metropolitan Career Center Computer Technology Institute,Pennsylvania,,2722377,2,192,,-75.164144,39.950854
Empire Beauty School-Philadelphia Chestnut St,Pennsylvania,,23290160,3,922,,-75.166028,39.951051
Art Institute of Philadelphia,Pennsylvania,11655,30158970,3,2537,283,-75.167592,39.951248
Moore College of Art and Design,Pennsylvania,15475,14471216,2,502,159,-75.17497,39.95319
Drexel University,Pennsylvania,15240,221010000,2,12016,2893,-75.185426,39.953602
West Chester University of Pennsylvania,Pennsylvania,9046,128614127,1,11892,1506,-75.598045,39.953789
The Restaurant School at Walnut Hill College,Pennsylvania,10250,-65000,3,,60,-75.206802,39.954686
Pennsylvania Academy of the Fine Arts,Pennsylvania,9975,12699994,2,251,39,-75.163109,39.955328
Cittone Institute,Pennsylvania,10562,5057741,3,265,,-75.194226,39.956154
CHI Institute-Broomall,Pennsylvania,7335,9253721.02,3,520,67,-75.356285,39.96136
Community College of Philadelphia,Pennsylvania,6660,81044241,1,16199,1503,-75.166339,39.962962
PJA School,Pennsylvania,6780,2014828,3,229,17,-75.275456,39.964826
L T International Beauty School,Pennsylvania,,1248526,3,26,,-75.160085,39.968916
Delaware County Community College,Pennsylvania,4464,41296316,1,8877,781,-75.396324,39.968939
Empire Beauty School-York,Pennsylvania,,11678076,3,77,,-76.674891,39.972971
Yorktowne Business Institute,Pennsylvania,5050,2190497,3,286,42,-76.73001,39.97854
Delaware County Technical School,Pennsylvania,,619307,1,26,,-75.368244,39.979211
Temple University,Pennsylvania,11450,1414434984,1,28124,8898,-75.157529,39.980322
Lancaster County Career and Technology Center,Pennsylvania,,16621001,1,166,,-76.263564,39.983125
Consolidated School of Business,Pennsylvania,7800,1175161,3,172,26,-76.758797,39.983538
Center for Arts and Technology-Brandywine Campus,Pennsylvania,,537140,1,66,,-75.792168,39.988377
Talmudical Yeshiva of Philadelphia,Pennsylvania,5100,2544487,2,114,22,-75.24852,39.989455
Northeastern Hospital School of Nursing,Pennsylvania,7350,72548200,2,44,,-75.10727,39.989674
Episcopal School of Nursing,Pennsylvania,6825,89855008,2,71,,-75.130842,39.990828
Saint Joseph's University,Pennsylvania,18140,96735096,2,6978,1061,-75.235321,39.996995
Millersville University of Pennsylvania,Pennsylvania,9046,93573838,1,7307,1006,-76.354462,39.998353
Kimberly's Beauty School,Pennsylvania,,252136,3,103,15,-75.109272,39.998712
Bradley Academy for the Visual Arts,Pennsylvania,10260,5032691,3,447,83,-76.664622,39.99947
York Technical Institute,Pennsylvania,,13351648,3,954,135,-76.66462,39.999538
Saint Charles Borromeo Seminary-Overbrook,Pennsylvania,7950,14399454,2,468,147,-75.271167,40.002755
Philadelphia College of Osteopathic Medicine,Pennsylvania,,65459230,2,1265,544,-75.217603,40.00528
Elkins Park Hospital School of Radiologic Technology,Pennsylvania,,127001,3,20,,-75.12527,40.006106
Pulse Beauty Academy-A Paul Mitchell Partner School,Pennsylvania,,1395905,3,117,12,-75.701349,40.009689
Brandywine School of Nursing,Pennsylvania,6550,,3,66,,-75.790285,40.010315
Haverford College,Pennsylvania,23556,88809087,2,1118,509,-75.300346,40.01251
American College,Pennsylvania,,26050742,2,438,197,-75.326791,40.01694
Frankford Hospital School of Nursing,Pennsylvania,,249543688,2,,,-75.083037,40.020297
Philadelphia University,Pennsylvania,14692,47002847,2,3401,703,-75.192452,40.020441
Harcum College,Pennsylvania,10390,14641598,2,644,190,-75.313401,40.022179
Bryn Mawr College,Pennsylvania,22730,118191459,2,1779,630,-75.318336,40.025332
Roxborough Memorial Hospital School of Nursing,Pennsylvania,7716,41563000,3,70,,-75.21035,40.028514
Rosemont College,Pennsylvania,14020,22377615,2,1187,273,-75.326839,40.033563
Immaculata University,Pennsylvania,13100,21688494,2,3006,404,-75.51504,40.03558
Villanova University,Pennsylvania,20370,217187610,2,9970,2164,-75.349327,40.03591
NAWCC School of Horology,Pennsylvania,,292841,2,102,,-76.503251,40.036818
Empire Beauty School-Lancaster,Pennsylvania,,11676676,3,54,,-76.35398,40.038288
La Salle University,Pennsylvania,16880,66197000,2,5630,1107,-75.152859,40.039249
Thaddeus Stevens College of Technology,Pennsylvania,4620,11656893.57,1,489,101,-76.288887,40.040025
Lancaster School of Cosmetology,Pennsylvania,,389574,3,76,,-76.283434,40.040762
Pennsylvania College of Art and Design,Pennsylvania,8940,1945276,2,168,63,-76.308398,40.041284
International Beauty Academy,Pennsylvania,,562185,3,42,10,-75.075188,40.041758
Consolidated School of Business,Pennsylvania,7800,1372851,3,165,21,-76.360751,40.043086
Franklin and Marshall College,Pennsylvania,23720,72527000,2,1864,598,-76.3195,40.04392
Lancaster Theological Seminary,Pennsylvania,,3146174,2,153,54,-76.31758,40.044937
Lancaster General College of Nursing & Health Sciences,Pennsylvania,,3743017,2,,,-76.302668,40.04519
Lincoln Technical Institute,Pennsylvania,13962,4419482,3,503,42,-75.00017,40.050144
Valley Forge Military College,Pennsylvania,13400,4332803,2,219,36,-75.38079,40.053008
Eastern University,Pennsylvania,13728,36060770,2,2757,393,-75.368163,40.054196
Cabrini College,Pennsylvania,15250,29190219,2,2002,356,-75.367147,40.055438
Shippensburg University of Pennsylvania,Pennsylvania,9046,86853684,1,6676,849,-77.522441,40.05753
Automotive Training Center,Pennsylvania,7380,1735484,3,199,,-75.643048,40.058722
Holy Family University,Pennsylvania,11500,19328352,2,2590,224,-74.990366,40.060367
Lutheran Theological Seminary at Philadelphia,Pennsylvania,,4221746,2,249,63,-75.191356,40.060683
California University of Pennsylvania,Pennsylvania,9046,68143157,1,5816,708,-79.886441,40.065935
Delaware Valley Academy of Medical and Dental Assistants,Pennsylvania,,1231817,3,90,,-75.00656,40.068715
Gratz College,Pennsylvania,7270,4192189,2,470,36,-75.134207,40.068786
Universal Technical Institute of Pennsylvania Inc,Pennsylvania,,29598511,3,1826,0,-75.685573,40.069442
Lancaster Bible College,Pennsylvania,9100,13856633.14,2,700,106,-76.287455,40.072055
Aviation Institute of Maintenance-Philadelphia,Pennsylvania,,1976359,3,,,-75.012935,40.072214
University of Phoenix-Philadelphia Campus,Pennsylvania,,7073000,3,269,,-75.4056,40.077
Cortiva Institute-Pennsylvania School of Muscle Therapy,Pennsylvania,,,3,,,-75.377956,40.081857
Chestnut Hill College,Pennsylvania,15454,16808415,2,1592,354,-75.227937,40.084474
Pennsylvania College of Optometry,Pennsylvania,,22792395,2,629,201,-75.128022,40.08597
Manor College,Pennsylvania,7800,5078812,2,667,196,-75.101306,40.086474
Reconstructionist Rabbinical College,Pennsylvania,,5614364,2,70,57,-75.151446,40.08735
Arcadia University,Pennsylvania,16880,37941000,2,2767,296,-75.163497,40.090065
Antonelli Institute,Pennsylvania,12000,1583126,3,149,33,-75.210493,40.090428
CHI Institute,Pennsylvania,,4612542.41,3,609,68,-74.964561,40.090446
Orleans Technical Institute,Pennsylvania,,4764225.12,2,356,36,-75.01126,40.09133
National Massage Therapy Institute,Pennsylvania,,4997858,3,162,,-75.015153,40.095338
Pennco Tech,Pennsylvania,,8214155,3,351,67,-74.871581,40.097653
Won Institute of Graduate Studies,Pennsylvania,,542129,2,12,,-75.154626,40.099435
Westminster Theological Seminary,Pennsylvania,,6565853,2,620,88,-75.177472,40.100465
DPT Business School,Pennsylvania,,7150570,3,1065,,-75.007515,40.101075
ITT Technical Institute,Pennsylvania,11880,20667,3,5,,-75.411862,40.10208
Cittone Institute,Pennsylvania,,3480171,3,283,,-74.991854,40.113008
ITT Technical Institute,Pennsylvania,11304,1390594,3,48,23,-74.961189,40.11335
Valley Forge Christian College,Pennsylvania,6196,7697013.36,2,608,95,-75.553455,40.122005
Bryn Athyn College of the New Church,Pennsylvania,4431,10396952,2,174,,-75.06037,40.13106
Sanford-Brown Institute,Pennsylvania,,2712395,3,231,,-74.965506,40.136821
STRAYER UNIVERSITY-LOWER BUCKS CAMPUS,Pennsylvania,9396,,3,,,-74.965506,40.136821
DeVry University-Pennsylvania,Pennsylvania,11100,10765812,3,761,111,-75.176972,40.137847
Elizabethtown College,Pennsylvania,17770,33673328,2,1790,491,-76.59245,40.14928
Magnolia School,Pennsylvania,,481404,3,74,,-75.222281,40.154344
